"GEOID","NAME","Total","H_Total","majority","hispanic","group"
"06037224700","Census Tract 2247, Los Angeles County, California",6238,879,"NH_White",0,"6001-7500"
"06037226002","Census Tract 2260.02, Los Angeles County, California",1820,793,"NH_White",0,"1500-3000"
"06037261101","Census Tract 2611.01, Los Angeles County, California",3389,225,"NH_White",0,"3001-4500"
"06037261102","Census Tract 2611.02, Los Angeles County, California",3520,57,"NH_White",0,"3001-4500"
"06037261200","Census Tract 2612, Los Angeles County, California",4182,108,"NH_White",0,"3001-4500"
"06037262100","Census Tract 2621, Los Angeles County, California",2678,139,"NH_White",0,"1500-3000"
"06037262200","Census Tract 2622, Los Angeles County, California",4405,135,"NH_White",0,"3001-4500"
"06037262301","Census Tract 2623.01, Los Angeles County, California",2748,293,"NH_White",0,"1500-3000"
"06037262302","Census Tract 2623.02, Los Angeles County, California",2845,230,"NH_White",0,"1500-3000"
"06037262303","Census Tract 2623.03, Los Angeles County, California",3038,81,"NH_White",0,"3001-4500"
"06037262400","Census Tract 2624, Los Angeles County, California",3059,73,"NH_White",0,"3001-4500"
"06037262501","Census Tract 2625.01, Los Angeles County, California",3785,168,"NH_White",0,"3001-4500"
"06037262601","Census Tract 2626.01, Los Angeles County, California",3539,200,"NH_White",0,"3001-4500"
"06037262604","Census Tract 2626.04, Los Angeles County, California",5523,183,"NH_White",0,"4501-6000"
"06037262704","Census Tract 2627.04, Los Angeles County, California",3561,231,"NH_White",0,"3001-4500"
"06037262706","Census Tract 2627.06, Los Angeles County, California",3571,203,"NH_White",0,"3001-4500"
"06037262802","Census Tract 2628.02, Los Angeles County, California",3424,367,"NH_White",0,"3001-4500"
"06037264000","Census Tract 2640, Los Angeles County, California",3069,110,"NH_White",0,"3001-4500"
"06037264102","Census Tract 2641.02, Los Angeles County, California",2998,254,"NH_White",0,"1500-3000"
"06037264103","Census Tract 2641.03, Los Angeles County, California",2658,154,"NH_White",0,"1500-3000"
"06037264301","Census Tract 2643.01, Los Angeles County, California",5552,397,"NH_White",0,"4501-6000"
"06037264302","Census Tract 2643.02, Los Angeles County, California",5882,303,"NH_White",0,"4501-6000"
"06037265100","Census Tract 2651, Los Angeles County, California",2454,131,"NH_White",0,"1500-3000"
"06037265201","Census Tract 2652.01, Los Angeles County, California",2567,249,"NH_White",0,"1500-3000"
"06037265202","Census Tract 2652.02, Los Angeles County, California",3981,505,"NH_White",0,"3001-4500"
"06037265304","Census Tract 2653.04, Los Angeles County, California",2878,500,"NH_White",0,"1500-3000"
"06037265410","Census Tract 2654.10, Los Angeles County, California",1495,97,"NH_White",0,"0-1500"
"06037265420","Census Tract 2654.20, Los Angeles County, California",1838,27,"NH_White",0,"1500-3000"
"06037265510","Census Tract 2655.10, Los Angeles County, California",4663,360,"NH_White",0,"4501-6000"
"06037265520","Census Tract 2655.20, Los Angeles County, California",5059,219,"NH_White",0,"4501-6000"
"06037265601","Census Tract 2656.01, Los Angeles County, California",3615,149,"NH_White",0,"3001-4500"
"06037265602","Census Tract 2656.02, Los Angeles County, California",3044,148,"NH_White",0,"3001-4500"
"06037265700","Census Tract 2657, Los Angeles County, California",4636,376,"NH_White",0,"4501-6000"
"06037267100","Census Tract 2671, Los Angeles County, California",6649,432,"NH_White",0,"6001-7500"
"06037267200","Census Tract 2672, Los Angeles County, California",7004,464,"NH_White",0,"6001-7500"
"06037267300","Census Tract 2673, Los Angeles County, California",4235,738,"NH_White",0,"3001-4500"
"06037267402","Census Tract 2674.02, Los Angeles County, California",4872,704,"NH_White",0,"4501-6000"
"06037267403","Census Tract 2674.03, Los Angeles County, California",3000,366,"NH_White",0,"1500-3000"
"06037267404","Census Tract 2674.04, Los Angeles County, California",3475,268,"NH_White",0,"3001-4500"
"06037267501","Census Tract 2675.01, Los Angeles County, California",5993,1707,"NH_White",0,"4501-6000"
"06037267502","Census Tract 2675.02, Los Angeles County, California",3632,914,"NH_White",0,"3001-4500"
"06037267600","Census Tract 2676, Los Angeles County, California",2916,591,"NH_White",0,"1500-3000"
"06037267700","Census Tract 2677, Los Angeles County, California",3276,624,"NH_White",0,"3001-4500"
"06037267800","Census Tract 2678, Los Angeles County, California",2666,246,"NH_White",0,"1500-3000"
"06037267901","Census Tract 2679.01, Los Angeles County, California",2428,76,"NH_White",0,"1500-3000"
"06037267902","Census Tract 2679.02, Los Angeles County, California",3365,139,"NH_White",0,"3001-4500"
"06037269000","Census Tract 2690, Los Angeles County, California",4813,743,"NH_White",0,"4501-6000"
"06037269100","Census Tract 2691, Los Angeles County, California",4274,333,"NH_White",0,"3001-4500"
"06037269300","Census Tract 2693, Los Angeles County, California",3840,146,"NH_White",0,"3001-4500"
"06037269500","Census Tract 2695, Los Angeles County, California",3797,73,"NH_White",0,"3001-4500"
"06037269602","Census Tract 2696.02, Los Angeles County, California",2865,994,"NH_White",0,"1500-3000"
"06037269700","Census Tract 2697, Los Angeles County, California",3546,1136,"NH_White",0,"3001-4500"
"06037269800","Census Tract 2698, Los Angeles County, California",3046,438,"NH_White",0,"3001-4500"
"06037269903","Census Tract 2699.03, Los Angeles County, California",3421,702,"NH_White",0,"3001-4500"
"06037269904","Census Tract 2699.04, Los Angeles County, California",3927,570,"NH_White",0,"3001-4500"
"06037269905","Census Tract 2699.05, Los Angeles County, California",2459,630,"NH_White",0,"1500-3000"
"06037269906","Census Tract 2699.06, Los Angeles County, California",3158,800,"NH_White",0,"3001-4500"
"06037269907","Census Tract 2699.07, Los Angeles County, California",2692,448,"NH_White",0,"1500-3000"
"06037270100","Census Tract 2701, Los Angeles County, California",4202,668,"NH_White",0,"3001-4500"
"06037271100","Census Tract 2711, Los Angeles County, California",2445,459,"NH_White",0,"1500-3000"
"06037271200","Census Tract 2712, Los Angeles County, California",2770,987,"NH_White",0,"1500-3000"
"06037271300","Census Tract 2713, Los Angeles County, California",4395,676,"NH_White",0,"3001-4500"
"06037271400","Census Tract 2714, Los Angeles County, California",3743,411,"NH_White",0,"3001-4500"
"06037271500","Census Tract 2715, Los Angeles County, California",3187,352,"NH_White",0,"3001-4500"
"06037271600","Census Tract 2716, Los Angeles County, California",4811,674,"NH_White",0,"4501-6000"
"06037271701","Census Tract 2717.01, Los Angeles County, California",5694,691,"NH_White",0,"4501-6000"
"06037271801","Census Tract 2718.01, Los Angeles County, California",3071,864,"NH_White",0,"3001-4500"
"06037271802","Census Tract 2718.02, Los Angeles County, California",5644,1591,"NH_White",0,"4501-6000"
"06037271901","Census Tract 2719.01, Los Angeles County, California",3245,926,"NH_White",0,"3001-4500"
"06037271902","Census Tract 2719.02, Los Angeles County, California",4207,1403,"NH_White",0,"3001-4500"
"06037272100","Census Tract 2721, Los Angeles County, California",4578,1300,"NH_White",0,"4501-6000"
"06037272201","Census Tract 2722.01, Los Angeles County, California",2390,959,"NH_White",0,"1500-3000"
"06037272202","Census Tract 2722.02, Los Angeles County, California",3359,1386,"NH_White",0,"3001-4500"
"06037272301","Census Tract 2723.01, Los Angeles County, California",3045,855,"NH_White",0,"3001-4500"
"06037272302","Census Tract 2723.02, Los Angeles County, California",4457,2179,"NH_White",0,"3001-4500"
"06037273100","Census Tract 2731, Los Angeles County, California",2742,557,"NH_White",0,"1500-3000"
"06037273200","Census Tract 2732, Los Angeles County, California",3229,1119,"NH_White",0,"3001-4500"
"06037273300","Census Tract 2733, Los Angeles County, California",2915,725,"NH_White",0,"1500-3000"
"06037273402","Census Tract 2734.02, Los Angeles County, California",2641,364,"NH_White",0,"1500-3000"
"06037273502","Census Tract 2735.02, Los Angeles County, California",2861,328,"NH_White",0,"1500-3000"
"06037273600","Census Tract 2736, Los Angeles County, California",2375,361,"NH_White",0,"1500-3000"
"06037273700","Census Tract 2737, Los Angeles County, California",2895,678,"NH_White",0,"1500-3000"
"06037273800","Census Tract 2738, Los Angeles County, California",2872,639,"NH_White",0,"1500-3000"
"06037273902","Census Tract 2739.02, Los Angeles County, California",4221,459,"NH_White",0,"3001-4500"
"06037274100","Census Tract 2741, Los Angeles County, California",4838,260,"NH_White",0,"4501-6000"
"06037274202","Census Tract 2742.02, Los Angeles County, California",4284,428,"NH_White",0,"3001-4500"
"06037275101","Census Tract 2751.01, Los Angeles County, California",1161,298,"NH_White",0,"0-1500"
"06037275200","Census Tract 2752, Los Angeles County, California",3751,1425,"NH_White",0,"3001-4500"
"06037275302","Census Tract 2753.02, Los Angeles County, California",5059,399,"NH_White",0,"4501-6000"
"06037275311","Census Tract 2753.11, Los Angeles County, California",5462,1609,"NH_White",0,"4501-6000"
"06037275400","Census Tract 2754, Los Angeles County, California",4069,528,"NH_White",0,"3001-4500"
"06037275602","Census Tract 2756.02, Los Angeles County, California",12100,1651,"NH_White",0,"9000+"
"06037275603","Census Tract 2756.03, Los Angeles County, California",2537,611,"NH_White",0,"1500-3000"
"06037276000","Census Tract 2760, Los Angeles County, California",5657,1424,"NH_White",0,"4501-6000"
"06037276400","Census Tract 2764, Los Angeles County, California",4071,628,"NH_White",0,"3001-4500"
"06037276500","Census Tract 2765, Los Angeles County, California",5674,956,"NH_White",0,"4501-6000"
"06037276601","Census Tract 2766.01, Los Angeles County, California",4115,384,"NH_White",0,"3001-4500"
"06037276603","Census Tract 2766.03, Los Angeles County, California",5489,629,"NH_White",0,"4501-6000"
"06037276604","Census Tract 2766.04, Los Angeles County, California",4624,761,"NH_White",0,"4501-6000"
"06037277000","Census Tract 2770, Los Angeles County, California",5566,593,"NH_White",0,"4501-6000"
"06037277100","Census Tract 2771, Los Angeles County, California",3100,597,"NH_White",0,"3001-4500"
"06037278001","Census Tract 2780.01, Los Angeles County, California",2508,746,"NH_White",0,"1500-3000"
"06037278102","Census Tract 2781.02, Los Angeles County, California",3088,402,"NH_White",0,"3001-4500"
"06037293306","Census Tract 2933.06, Los Angeles County, California",2436,1087,"NH_White",0,"1500-3000"
"06037295103","Census Tract 2951.03, Los Angeles County, California",5188,1534,"NH_White",0,"4501-6000"
"06037296300","Census Tract 2963, Los Angeles County, California",5027,1171,"NH_White",0,"4501-6000"
"06037296401","Census Tract 2964.01, Los Angeles County, California",3229,783,"NH_White",0,"3001-4500"
"06037296402","Census Tract 2964.02, Los Angeles County, California",3312,1785,"NH_White",0,"3001-4500"
"06037297000","Census Tract 2970, Los Angeles County, California",5597,2075,"NH_White",0,"4501-6000"
"06037297202","Census Tract 2972.02, Los Angeles County, California",3786,1791,"NH_White",0,"3001-4500"
"06037297300","Census Tract 2973, Los Angeles County, California",2193,671,"NH_White",0,"1500-3000"
"06037297400","Census Tract 2974, Los Angeles County, California",3356,768,"NH_White",0,"3001-4500"
"06037297500","Census Tract 2975, Los Angeles County, California",4707,1512,"NH_White",0,"4501-6000"
"06037297601","Census Tract 2976.01, Los Angeles County, California",2816,947,"NH_White",0,"1500-3000"
"06037297602","Census Tract 2976.02, Los Angeles County, California",3687,1427,"NH_White",0,"3001-4500"
"06037300100","Census Tract 3001, Los Angeles County, California",6014,702,"NH_White",0,"6001-7500"
"06037300200","Census Tract 3002, Los Angeles County, California",5352,532,"NH_White",0,"4501-6000"
"06037300301","Census Tract 3003.01, Los Angeles County, California",6024,497,"NH_White",0,"6001-7500"
"06037300400","Census Tract 3004, Los Angeles County, California",5986,1049,"NH_White",0,"4501-6000"
"06037300501","Census Tract 3005.01, Los Angeles County, California",3264,495,"NH_White",0,"3001-4500"
"06037300502","Census Tract 3005.02, Los Angeles County, California",5874,1650,"NH_White",0,"4501-6000"
"06037300600","Census Tract 3006, Los Angeles County, California",9609,1631,"NH_White",0,"9000+"
"06037300701","Census Tract 3007.01, Los Angeles County, California",5835,502,"NH_White",0,"4501-6000"
"06037300702","Census Tract 3007.02, Los Angeles County, California",5430,263,"NH_White",0,"4501-6000"
"06037300800","Census Tract 3008, Los Angeles County, California",7280,942,"NH_White",0,"6001-7500"
"06037300901","Census Tract 3009.01, Los Angeles County, California",6540,288,"NH_White",0,"6001-7500"
"06037300902","Census Tract 3009.02, Los Angeles County, California",1981,309,"NH_White",0,"1500-3000"
"06037301000","Census Tract 3010, Los Angeles County, California",5230,957,"NH_White",0,"4501-6000"
"06037301100","Census Tract 3011, Los Angeles County, California",7114,778,"NH_White",0,"6001-7500"
"06037301203","Census Tract 3012.03, Los Angeles County, California",4711,706,"NH_White",0,"4501-6000"
"06037301204","Census Tract 3012.04, Los Angeles County, California",5284,846,"NH_White",0,"4501-6000"
"06037301205","Census Tract 3012.05, Los Angeles County, California",2106,242,"NH_White",0,"1500-3000"
"06037301206","Census Tract 3012.06, Los Angeles County, California",5281,431,"NH_White",0,"4501-6000"
"06037301300","Census Tract 3013, Los Angeles County, California",1894,148,"NH_White",0,"1500-3000"
"06037301400","Census Tract 3014, Los Angeles County, California",4190,271,"NH_White",0,"3001-4500"
"06037301501","Census Tract 3015.01, Los Angeles County, California",1790,217,"NH_White",0,"1500-3000"
"06037301502","Census Tract 3015.02, Los Angeles County, California",6750,781,"NH_White",0,"6001-7500"
"06037301601","Census Tract 3016.01, Los Angeles County, California",6112,1341,"NH_White",0,"6001-7500"
"06037301602","Census Tract 3016.02, Los Angeles County, California",4446,1795,"NH_White",0,"3001-4500"
"06037301701","Census Tract 3017.01, Los Angeles County, California",2962,901,"NH_White",0,"1500-3000"
"06037301702","Census Tract 3017.02, Los Angeles County, California",5835,823,"NH_White",0,"4501-6000"
"06037301801","Census Tract 3018.01, Los Angeles County, California",5258,1109,"NH_White",0,"4501-6000"
"06037301802","Census Tract 3018.02, Los Angeles County, California",4516,544,"NH_White",0,"4501-6000"
"06037301900","Census Tract 3019, Los Angeles County, California",8192,1208,"NH_White",0,"7501-9000"
"06037302002","Census Tract 3020.02, Los Angeles County, California",3949,491,"NH_White",0,"3001-4500"
"06037302003","Census Tract 3020.03, Los Angeles County, California",3665,387,"NH_White",0,"3001-4500"
"06037302004","Census Tract 3020.04, Los Angeles County, California",4151,769,"NH_White",0,"3001-4500"
"06037302102","Census Tract 3021.02, Los Angeles County, California",5946,905,"NH_White",0,"4501-6000"
"06037302103","Census Tract 3021.03, Los Angeles County, California",5430,795,"NH_White",0,"4501-6000"
"06037302104","Census Tract 3021.04, Los Angeles County, California",4288,921,"NH_White",0,"3001-4500"
"06037302201","Census Tract 3022.01, Los Angeles County, California",4019,389,"NH_White",0,"3001-4500"
"06037302202","Census Tract 3022.02, Los Angeles County, California",5510,1414,"NH_White",0,"4501-6000"
"06037302301","Census Tract 3023.01, Los Angeles County, California",3985,863,"NH_White",0,"3001-4500"
"06037302302","Census Tract 3023.02, Los Angeles County, California",5337,2430,"NH_White",0,"4501-6000"
"06037302401","Census Tract 3024.01, Los Angeles County, California",7395,2457,"NH_White",0,"6001-7500"
"06037302503","Census Tract 3025.03, Los Angeles County, California",4290,941,"NH_White",0,"3001-4500"
"06037302504","Census Tract 3025.04, Los Angeles County, California",4273,1312,"NH_White",0,"3001-4500"
"06037302505","Census Tract 3025.05, Los Angeles County, California",4376,1451,"NH_White",0,"3001-4500"
"06037302506","Census Tract 3025.06, Los Angeles County, California",3262,907,"NH_White",0,"3001-4500"
"06037310100","Census Tract 3101, Los Angeles County, California",5644,958,"NH_White",0,"4501-6000"
"06037310201","Census Tract 3102.01, Los Angeles County, California",5732,723,"NH_White",0,"4501-6000"
"06037310202","Census Tract 3102.02, Los Angeles County, California",5104,674,"NH_White",0,"4501-6000"
"06037310300","Census Tract 3103, Los Angeles County, California",2881,370,"NH_White",0,"1500-3000"
"06037310400","Census Tract 3104, Los Angeles County, California",3247,546,"NH_White",0,"3001-4500"
"06037310601","Census Tract 3106.01, Los Angeles County, California",6383,1521,"NH_White",0,"6001-7500"
"06037310602","Census Tract 3106.02, Los Angeles County, California",2853,548,"NH_White",0,"1500-3000"
"06037310701","Census Tract 3107.01, Los Angeles County, California",2181,247,"NH_White",0,"1500-3000"
"06037310702","Census Tract 3107.02, Los Angeles County, California",6567,867,"NH_White",0,"6001-7500"
"06037310703","Census Tract 3107.03, Los Angeles County, California",4793,995,"NH_White",0,"4501-6000"
"06037310800","Census Tract 3108, Los Angeles County, California",5314,1615,"NH_White",0,"4501-6000"
"06037310900","Census Tract 3109, Los Angeles County, California",6071,1504,"NH_White",0,"6001-7500"
"06037311000","Census Tract 3110, Los Angeles County, California",3641,1178,"NH_White",0,"3001-4500"
"06037311100","Census Tract 3111, Los Angeles County, California",4183,1213,"NH_White",0,"3001-4500"
"06037311200","Census Tract 3112, Los Angeles County, California",3171,820,"NH_White",0,"3001-4500"
"06037311300","Census Tract 3113, Los Angeles County, California",3896,1102,"NH_White",0,"3001-4500"
"06037311400","Census Tract 3114, Los Angeles County, California",2300,387,"NH_White",0,"1500-3000"
"06037311500","Census Tract 3115, Los Angeles County, California",5828,1435,"NH_White",0,"4501-6000"
"06037311600","Census Tract 3116, Los Angeles County, California",6707,827,"NH_White",0,"6001-7500"
"06037311700","Census Tract 3117, Los Angeles County, California",6200,1333,"NH_White",0,"6001-7500"
"06037311801","Census Tract 3118.01, Los Angeles County, California",2873,1302,"NH_White",0,"1500-3000"
"06037320000","Census Tract 3200, Los Angeles County, California",0,0,"NH_White",0,"0-1500"
"06037400204","Census Tract 4002.04, Los Angeles County, California",5637,1238,"NH_White",0,"4501-6000"
"06037400205","Census Tract 4002.05, Los Angeles County, California",2846,299,"NH_White",0,"1500-3000"
"06037400206","Census Tract 4002.06, Los Angeles County, California",5365,1180,"NH_White",0,"4501-6000"
"06037400207","Census Tract 4002.07, Los Angeles County, California",4608,1195,"NH_White",0,"4501-6000"
"06037400302","Census Tract 4003.02, Los Angeles County, California",3154,1188,"NH_White",0,"3001-4500"
"06037400304","Census Tract 4003.04, Los Angeles County, California",7788,3017,"NH_White",0,"7501-9000"
"06037400402","Census Tract 4004.02, Los Angeles County, California",4305,1249,"NH_White",0,"3001-4500"
"06037400403","Census Tract 4004.03, Los Angeles County, California",3906,1375,"NH_White",0,"3001-4500"
"06037400404","Census Tract 4004.04, Los Angeles County, California",4268,821,"NH_White",0,"3001-4500"
"06037400501","Census Tract 4005.01, Los Angeles County, California",2049,211,"NH_White",0,"1500-3000"
"06037400800","Census Tract 4008, Los Angeles County, California",6967,1461,"NH_White",0,"6001-7500"
"06037400900","Census Tract 4009, Los Angeles County, California",4424,1640,"NH_White",0,"3001-4500"
"06037401001","Census Tract 4010.01, Los Angeles County, California",3062,655,"NH_White",0,"3001-4500"
"06037401002","Census Tract 4010.02, Los Angeles County, California",3678,736,"NH_White",0,"3001-4500"
"06037401101","Census Tract 4011.01, Los Angeles County, California",5582,2403,"NH_White",0,"4501-6000"
"06037401102","Census Tract 4011.02, Los Angeles County, California",3896,1438,"NH_White",0,"3001-4500"
"06037401201","Census Tract 4012.01, Los Angeles County, California",3377,1117,"NH_White",0,"3001-4500"
"06037401202","Census Tract 4012.02, Los Angeles County, California",4706,1931,"NH_White",0,"4501-6000"
"06037401203","Census Tract 4012.03, Los Angeles County, California",5224,2371,"NH_White",0,"4501-6000"
"06037401303","Census Tract 4013.03, Los Angeles County, California",2074,621,"NH_White",0,"1500-3000"
"06037401304","Census Tract 4013.04, Los Angeles County, California",5449,1426,"NH_White",0,"4501-6000"
"06037401311","Census Tract 4013.11, Los Angeles County, California",6120,2081,"NH_White",0,"6001-7500"
"06037401312","Census Tract 4013.12, Los Angeles County, California",5401,1994,"NH_White",0,"4501-6000"
"06037401500","Census Tract 4015, Los Angeles County, California",6213,2871,"NH_White",0,"6001-7500"
"06037401601","Census Tract 4016.01, Los Angeles County, California",5368,1875,"NH_White",0,"4501-6000"
"06037401602","Census Tract 4016.02, Los Angeles County, California",6294,2846,"NH_White",0,"6001-7500"
"06037401603","Census Tract 4016.03, Los Angeles County, California",2951,1053,"NH_White",0,"1500-3000"
"06037401701","Census Tract 4017.01, Los Angeles County, California",4488,1259,"NH_White",0,"3001-4500"
"06037401703","Census Tract 4017.03, Los Angeles County, California",4107,1976,"NH_White",0,"3001-4500"
"06037401800","Census Tract 4018, Los Angeles County, California",7927,2031,"NH_White",0,"7501-9000"
"06037401901","Census Tract 4019.01, Los Angeles County, California",3945,807,"NH_White",0,"3001-4500"
"06037401902","Census Tract 4019.02, Los Angeles County, California",6223,1681,"NH_White",0,"6001-7500"
"06037402001","Census Tract 4020.01, Los Angeles County, California",3294,1186,"NH_White",0,"3001-4500"
"06037402002","Census Tract 4020.02, Los Angeles County, California",4125,1548,"NH_White",0,"3001-4500"
"06037402404","Census Tract 4024.04, Los Angeles County, California",1862,522,"NH_White",0,"1500-3000"
"06037403200","Census Tract 4032, Los Angeles County, California",399,69,"NH_White",0,"0-1500"
"06037403703","Census Tract 4037.03, Los Angeles County, California",4542,1919,"NH_White",0,"4501-6000"
"06037403902","Census Tract 4039.02, Los Angeles County, California",5140,2060,"NH_White",0,"4501-6000"
"06037404202","Census Tract 4042.02, Los Angeles County, California",4252,2330,"NH_White",0,"3001-4500"
"06037430003","Census Tract 4300.03, Los Angeles County, California",4971,1650,"NH_White",0,"4501-6000"
"06037430200","Census Tract 4302, Los Angeles County, California",1026,124,"NH_White",0,"0-1500"
"06037430301","Census Tract 4303.01, Los Angeles County, California",4319,769,"NH_White",0,"3001-4500"
"06037430302","Census Tract 4303.02, Los Angeles County, California",5339,1533,"NH_White",0,"4501-6000"
"06037430501","Census Tract 4305.01, Los Angeles County, California",4030,241,"NH_White",0,"3001-4500"
"06037430502","Census Tract 4305.02, Los Angeles County, California",6902,1331,"NH_White",0,"6001-7500"
"06037431002","Census Tract 4310.02, Los Angeles County, California",3165,855,"NH_White",0,"3001-4500"
"06037431300","Census Tract 4313, Los Angeles County, California",2689,1002,"NH_White",0,"1500-3000"
"06037460000","Census Tract 4600, Los Angeles County, California",4421,713,"NH_White",0,"3001-4500"
"06037460100","Census Tract 4601, Los Angeles County, California",6196,903,"NH_White",0,"6001-7500"
"06037460200","Census Tract 4602, Los Angeles County, California",5861,1123,"NH_White",0,"4501-6000"
"06037460301","Census Tract 4603.01, Los Angeles County, California",4845,787,"NH_White",0,"4501-6000"
"06037460501","Census Tract 4605.01, Los Angeles County, California",5614,393,"NH_White",0,"4501-6000"
"06037460502","Census Tract 4605.02, Los Angeles County, California",4277,533,"NH_White",0,"3001-4500"
"06037460600","Census Tract 4606, Los Angeles County, California",4416,310,"NH_White",0,"3001-4500"
"06037460700","Census Tract 4607, Los Angeles County, California",5139,615,"NH_White",0,"4501-6000"
"06037460800","Census Tract 4608, Los Angeles County, California",3103,339,"NH_White",0,"3001-4500"
"06037461100","Census Tract 4611, Los Angeles County, California",5419,2387,"NH_White",0,"4501-6000"
"06037461200","Census Tract 4612, Los Angeles County, California",4535,776,"NH_White",0,"4501-6000"
"06037461300","Census Tract 4613, Los Angeles County, California",6840,1205,"NH_White",0,"6001-7500"
"06037461400","Census Tract 4614, Los Angeles County, California",3119,965,"NH_White",0,"3001-4500"
"06037461501","Census Tract 4615.01, Los Angeles County, California",3971,1920,"NH_White",0,"3001-4500"
"06037461700","Census Tract 4617, Los Angeles County, California",1526,246,"NH_White",0,"1500-3000"
"06037461902","Census Tract 4619.02, Los Angeles County, California",1801,223,"NH_White",0,"1500-3000"
"06037462201","Census Tract 4622.01, Los Angeles County, California",3941,1331,"NH_White",0,"3001-4500"
"06037462202","Census Tract 4622.02, Los Angeles County, California",2775,429,"NH_White",0,"1500-3000"
"06037462302","Census Tract 4623.02, Los Angeles County, California",3213,1026,"NH_White",0,"3001-4500"
"06037462400","Census Tract 4624, Los Angeles County, California",3944,1170,"NH_White",0,"3001-4500"
"06037462500","Census Tract 4625, Los Angeles County, California",6146,1235,"NH_White",0,"6001-7500"
"06037462600","Census Tract 4626, Los Angeles County, California",2152,534,"NH_White",0,"1500-3000"
"06037462700","Census Tract 4627, Los Angeles County, California",5413,2240,"NH_White",0,"4501-6000"
"06037462800","Census Tract 4628, Los Angeles County, California",2827,930,"NH_White",0,"1500-3000"
"06037462900","Census Tract 4629, Los Angeles County, California",3797,1281,"NH_White",0,"3001-4500"
"06037463000","Census Tract 4630, Los Angeles County, California",2665,408,"NH_White",0,"1500-3000"
"06037463200","Census Tract 4632, Los Angeles County, California",3563,819,"NH_White",0,"3001-4500"
"06037463300","Census Tract 4633, Los Angeles County, California",1970,404,"NH_White",0,"1500-3000"
"06037463400","Census Tract 4634, Los Angeles County, California",5787,1252,"NH_White",0,"4501-6000"
"06037463500","Census Tract 4635, Los Angeles County, California",5982,868,"NH_White",0,"4501-6000"
"06037463601","Census Tract 4636.01, Los Angeles County, California",5988,1235,"NH_White",0,"4501-6000"
"06037463602","Census Tract 4636.02, Los Angeles County, California",6057,1050,"NH_White",0,"6001-7500"
"06037463700","Census Tract 4637, Los Angeles County, California",3138,393,"NH_White",0,"3001-4500"
"06037463800","Census Tract 4638, Los Angeles County, California",4066,476,"NH_White",0,"3001-4500"
"06037463900","Census Tract 4639, Los Angeles County, California",3290,483,"NH_White",0,"3001-4500"
"06037464000","Census Tract 4640, Los Angeles County, California",5623,890,"NH_White",0,"4501-6000"
"06037480500","Census Tract 4805, Los Angeles County, California",5108,800,"NH_White",0,"4501-6000"
"06037480600","Census Tract 4806, Los Angeles County, California",8038,1559,"NH_White",0,"7501-9000"
"06037480703","Census Tract 4807.03, Los Angeles County, California",3612,727,"NH_White",0,"3001-4500"
"06037480704","Census Tract 4807.04, Los Angeles County, California",4619,944,"NH_White",0,"4501-6000"
"06037500100","Census Tract 5001, Los Angeles County, California",4840,1873,"NH_White",0,"4501-6000"
"06037500201","Census Tract 5002.01, Los Angeles County, California",7267,2211,"NH_White",0,"6001-7500"
"06037500202","Census Tract 5002.02, Los Angeles County, California",4988,2281,"NH_White",0,"4501-6000"
"06037501501","Census Tract 5015.01, Los Angeles County, California",2272,1265,"NH_White",0,"1500-3000"
"06037501700","Census Tract 5017, Los Angeles County, California",3425,1975,"NH_White",0,"3001-4500"
"06037503401","Census Tract 5034.01, Los Angeles County, California",6492,3791,"NH_White",0,"6001-7500"
"06037503601","Census Tract 5036.01, Los Angeles County, California",4151,1741,"NH_White",0,"3001-4500"
"06037503602","Census Tract 5036.02, Los Angeles County, California",4212,2024,"NH_White",0,"3001-4500"
"06037503701","Census Tract 5037.01, Los Angeles County, California",4840,2594,"NH_White",0,"4501-6000"
"06037503702","Census Tract 5037.02, Los Angeles County, California",5516,3021,"NH_White",0,"4501-6000"
"06037503801","Census Tract 5038.01, Los Angeles County, California",3851,1773,"NH_White",0,"3001-4500"
"06037503802","Census Tract 5038.02, Los Angeles County, California",4900,1965,"NH_White",0,"4501-6000"
"06037503901","Census Tract 5039.01, Los Angeles County, California",2942,1328,"NH_White",0,"1500-3000"
"06037503902","Census Tract 5039.02, Los Angeles County, California",4939,2360,"NH_White",0,"4501-6000"
"06037504001","Census Tract 5040.01, Los Angeles County, California",5860,2036,"NH_White",0,"4501-6000"
"06037504002","Census Tract 5040.02, Los Angeles County, California",5461,2647,"NH_White",0,"4501-6000"
"06037550000","Census Tract 5500, Los Angeles County, California",1982,892,"NH_White",0,"1500-3000"
"06037551600","Census Tract 5516, Los Angeles County, California",31,12,"NH_White",0,"0-1500"
"06037554406","Census Tract 5544.06, Los Angeles County, California",4766,1280,"NH_White",0,"4501-6000"
"06037555002","Census Tract 5550.02, Los Angeles County, California",3625,1368,"NH_White",0,"3001-4500"
"06037555202","Census Tract 5552.02, Los Angeles County, California",3661,614,"NH_White",0,"3001-4500"
"06037570001","Census Tract 5700.01, Los Angeles County, California",4764,1409,"NH_White",0,"4501-6000"
"06037570002","Census Tract 5700.02, Los Angeles County, California",2679,810,"NH_White",0,"1500-3000"
"06037570003","Census Tract 5700.03, Los Angeles County, California",4119,1677,"NH_White",0,"3001-4500"
"06037570702","Census Tract 5707.02, Los Angeles County, California",2296,813,"NH_White",0,"1500-3000"
